EIN,NAME,STREET,CITY,ZIP,ACTIVITY,NTEE_CD,REVENUE_AMT
10776235,FRIENDS OF THE MORGAN COUNTY LIBRARY,600 N HUNTER ST,VERSAILLES,65084-1830,0,B90,0.0
10777850,H E R O E S CARE INC,330 SUN VALLEY CIR,FENTON,63026-4690,0,W30,14311728.0
10785617,OUR LADY OF REFUGE INC,2110 E BRIAR ST,SPRINGFIELD,65804-7524,0,X20,
10795152,CHRISTIAN FRIENDS OF NEW AMERICANS,4019 S GRAND BLVD,SAINT LOUIS,63118-3407,0,X90,389248.0
10839874,NORTH GRAND NEIGHBORHOOD SERVICES,2441 FALL AVE,SAINT LOUIS,63113-3515,0,L20,200787.0
10846423,CCA RELIEF FUND INC,4301 EARTH CITY EXPY,EARTH CITY,63045-1334,0,M20,0.0
10847852,REDEEMERS FELLOWSHIP CHURCH,10 HENRIETTA LN,PERRYVILLE,63775-1222,0,X20,
10855170,CATHOLIC CHRISTIANS DEFENDING CHRIST AND HIS CHURCH,6109 SOUTHERN DR,SAINT LOUIS,63123-1677,0,X22,2400.0
10855812,TALK IT UP COMMUNICATIONS,1720 ARUNDEL DR,FLORISSANT,63033-6325,0,X20,0.0
10868398,ARK OF SAFETY CHRISTIAN CHURCH,2529 CHARWOOD ST,SAINT CHARLES,63301-2565,0,X21,
10886790,HIDDEN IN CHRIST INC,9559NHUNTE AVE,KANSAS CITY,64157-0000,0,X21,0.0
10896517,NEW BEGINNINGS CAT AND DOG RESCUE,981 MUELLER RD,SAINT PAUL,63366-4706,0,D20,0.0
10899869,BENTON ELEMENTARY SCHOOL PTO INC,1120 CARL SWEENEY RD,NEOSHO,64850-7743,0,B94,0.0
10906127,HIS KINGDOM COME MINISTRIES,3150 S NETTLETON AVE,SPRINGFIELD,65807-4351,0,X20,
10918377,HIGH CALLING MINISTRIES CHURCH OF THE APOSTOLIC FAITH INC,465 BENNE DR,FLORISSANT,63031-1605,0,X21,
10919406,MISSOURI ASSOCIATION OF ACCOUNTING EDUCATORS,901 S NATIONAL AVE,SPRINGFIELD,65897-0027,0,B60,0.0
10933426,BAG LADIES,PO BOX 838,REPUBLIC,65738-0838,0,P58,0.0
10935052,VIKINGS CHILDRENS HOMES,PO BOX 923,KENNETT,63857-0923,0,P30,10356.0
10941908,ADAIR COUNTY DD LINK,314 E MCPHERSON ST,KIRKSVILLE,63501-3557,0,P82,0.0
10949075,HOWARD COUNTY HEALTH AND WELLNESS COUNCIL,427 STATE RTE E,FAYETTE,65248-9446,0,E70,0.0
10951147,BUILDERS DEVELOPMENT CORPORATION,600 E 103RD ST,KANSAS CITY,64131-4342,0,L20,2007175.0
10961284,SIGHT AND SOUND IMPAIRED OF ST LOUIS,1808 WESTMOOR DR,FORISTELL,63348-1931,0,P86,0.0
10964413,BATTLEFILLED MINISTRIES,2309 E 81ST ST,KANSAS CITY,64132-2364,0,X20,
13312879,GRACE FELLOWSHIP OF TRENTON MISSOURI,126 FISHER AVE,GILLMAN CITY,64642-9440,0,X21,
20567243,KIDS IN MONTESSORI,1032 KIM SCHOOL CIR,JEFFERSON CTY,65101-0006,0,B21,293243.0
20568032,WESTFIELD MANOR ASSOCIATION,1150 HANLEY INDUSTRIAL CT,SAINT LOUIS,63144-1910,0,L22,618350.0
20572671,LIGHTHOUSE MINISTRY FELLOWSHIP OF KANSAS CITY,21615 S PECULIAR DR,PECULIAR,64078-8780,0,X20,
20601511,CHRISTS SAVING HEALING LOVE MINISTRIES INC,18741 MONROE DR,PHILLIPSBURG,65722-9188,0,X20,0.0
20630690,OUTREACH CHRISTIAN CHURCH,2179 E BEARFIELD SUBDIVISION,COLUMBIA,65201-9135,0,X20,
20635349,EDEN COMMUNITY CHURCH,5914 HUNTERS FORD RD,PACIFIC,63069-4021,0,X21,
20639610,CAMP JOY MINISTRIES,1087 E STATE HIGHWAY 96,ORONOGO,64855-8113,0,X21,
20641248,MEMORY CARE HOME SOLUTIONS,4389 W PINE BLVD,SAINT LOUIS,63108-2205,0,G83,1002838.0
20643692,PURE HEART MINISTRIES INC,PO BOX 1024,SAINT PETERS,63376-0018,0,F50,0.0
20645565,WASTE NOT WANT NOT INC,2634 SUNRISE DR,EUREKA,63025-3515,0,L81,0.0
20667342,HILLTOP MANOR ASSOCIATION INC,1150 HANLEY INDUSTRIAL CT,SAINT LOUIS,63144-1910,0,L22,486239.0
20668138,ST LOUIS AFGHAN CULTURAL ASSOCIATION,4700 S GRAND BLVD,SAINT LOUIS,63111-1408,0,B90,59836.0
20676103,DESTINED TO WIN,220 PALMYRA RD,HANNIBAL,63401-0000,0,X20,
20682145,ASSISTED INDEPENDENCE INC,2502 N 32ND ST,SAINT JOSEPH,64506-2031,0,J21,232266.0
20691389,TEPEE OF DREAMS INC,3346 QUARRY RD,BATES CITY,64011-8498,0,P58,0.0
20695824,ROCKHAVEN ECOZOIC CENTER,7621 RIVERMONT TRL,HOUSE SPRINGS,63051-2030,0,X90,99255.0
20711886,HOLIDAY RAMBLER RECREATIONAL VEHICLE CLUB INC,1200 BENTON ST,MALDEN,63863-1304,0,N20,0.0
20715123,MISSION POSSIBLE CENTER,PO BOX 65,GRANT CITY,64456-0065,0,P20,0.0
20727462,HOPE FAITH MINISTRIES INC,705 VIRGINIA AVE,KANSAS CITY,64106-1744,0,P20,1476877.0
20727541,COALITION FOR ANIMAL RESCUE AND EDUCATION,PO BOX 2203,HILLSBORO,63050-8203,0,D20,242537.0
20729069,FAMILY ENCHANCEMENT CENTER,5244 EDGEMERE DR,BLACK JACK,63033-7737,0,P50,0.0
20739200,DOGWOOD FARM SANCTUARY,1766 W HIGHWAY U,TROY,63379-4183,0,D20,66458.0
20743045,MARINE CORPS LEAGUE,PO BOX 324,WAYNESVILLE,65583-0324,36279265,P40,0.0
20771273,SHILOH TEMPLE CHURCH OF GOD IN CHRIST,PO BOX 8160,SAINT LOUIS,63156-8160,0,X20,
20783393,TRUE LIGHT FAMILY RESOURCE CENTER,712 E 31ST ST,KANSAS CITY,64109-1438,0,P20,48908.0
20786148,CARING ADVOCATE READY & EMPHATETIC,750 ARNOLD AVE,WHITEMAN AFB,65305-5315,0,P62,
20799767,MISSOURI ROUNDTABLE LEGAL FOUNDATION,231 S BEMISTON AVE STE 800,SAINT LOUIS,63105-1925,0,R62,
20800484,RISE TOGETHER MINISTRIES,3646 FAIRVIEW AVE,SAINT LOUIS,63116-4747,0,P80,221346.0
30374478,SERVICES BY DESIGN INC,1852 CRAIG PARK CT,SAINT LOUIS,63146-4122,0,P70,7303894.0
30413667,BRADLEY MEMORIAL CATHEDRAL OF WORSHIP,131 THE WOODLANDS,KANSAS CITY,64119-1875,0,X20,
30416506,MADISON-WEST MONROE FPD,PO BOX 57,MADISON,65263-0057,0,M24,
30425187,RIVER RELIEF INC,PO BOX 463,COLUMBIA,65205-0463,0,C20,331447.0
30433895,SOUTHVIEW HOUSING CORPORATION,200 N COLLEGE ST,RICHMOND,64085-1604,0,L21,76122.0
30433925,SPRUCE LANDING HOUSING CORPORATION,1505 NE PARVIN RD NO 152,KANSAS CITY,64116-2304,0,F80,118629.0
30439490,CHFPATIENTS COM INC,4 CASTLEWOOD CT,SAINT PETERS,63376-2408,0,G43,0.0
30448470,THE WOMENS CLINIC OF K C INC,2601 SW CARLTON DR,LEES SUMMIT,64082-4124,0,E40,1917.0
30449128,TUNAS VOLUNTEER FIRE DEPARTMENT INC,PO BOX 81,TUNAS,65764-0081,0,M24,0.0
30449853,WOODLAND HILLS FAMILY CHURCH,3953 GREEN MOUNTAIN DR,BRANSON,65616-8555,0,X20,
30479071,SMART LIFE MINISTRIES INC,1649 SPRINGHILL ST,CHILLICOTHE,64601-1266,0,X20,0.0
30484119,PLACE OF SAFETY,5102 EXETER AVE,SAINT LOUIS,63119-4340,0,P60,0.0
30494378,MID MISSOURI LAW ENFORCEMENT FIREFIGHTERS & EMS FUND,1051 STONE HILL HWY,HERMANN,65041-1206,0,P62,4996.0
30498230,STARBRIDGE MINISTRIES,1634 HIGHLAND VALLEY CIR,CHESTERFIELD,63005-4919,0,P99,0.0
30517083,BEIT HALLEL OLAH MESSIANIC CONGREGATION,PO BOX 3150,SPRINGFIELD,65808-3150,0,X90,0.0
30520944,WELLS OF JOY INC,3015 E CAIRO ST,SPRINGFIELD,65802-6204,0,X20,0.0
30525791,BRIDGE OF BLUE SPRINGS INC,3938 EDS RD,ODESSA,64076-5147,0,X20,0.0
30544032,BARAK CHRISTIAN CHURCH,7370 N HANLEY RD,HAZELWOOD,63042-2900,0,X21,
30547722,REMINGTON TRADITIONAL SCHOOL PTO,102 FEE FEE RD,MARYLAND HTS,63043-2710,0,B94,0.0
30549014,LASTING HARVEST INTERNATIONAL,45 NE HWY E,WARRENSBURG,64093-0000,0,X21,140889.0
30551006,MEET THE NEED DEVELOPMENT CORPORATION,PO BOX 130,LAWSON,64062-0130,0,P20,408321.0
30582807,SAINT JOHN MISSIONARY BAPTIST CHURCH OF ST LOUIS MO,913 N GARRISON AVE,SAINT LOUIS,63106-1745,0,X20,
30590980,FIRST FAMILY CHURCH,645 HIGHWAY 42,OSAGE BEACH,65065-5306,1002029,X21,
30593446,BREAKDOWN STL,16105 SWINGLEY RIDGE RD UNIT 165,CHESTERFIELD,63006-5008,0,E42,362251.0
30596621,WORD OF LIFE MINISTRIES WORSHIP WELLNESS CENTER,2190 N WATERFORD DR,FLORISSANT,63033-2301,0,X21,
42801136,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,1 HOSPITAL DR,COLUMBIA,65212-1000,995263059,E72C,0.0
43143467,MYRTLE RURAL FIRE DEPARTMENT,25062,MYRTLE,65778-0000,0,M24,0.0
43586854,ROLLA FAMILY WORSHIP CENTER,3 MARLETTE ST,ROLLA,65401-2008,0,X20,
43596565,NORTHLAND FIRE CHIEFS COUNCIL,200 W MISSISSIPPI ST,LIBERTY,64068-1625,0,M24,0.0
43605712,CHERISH THE TREASURE FAMILY OUTREACH,701 MILLER LN,BOURBON,65441-9129,0,P99,
43610881,LETS PRETEND PLAYERS,171 WHITETAIL DR,WALNUT SHADE,65771-8127,0,B28,0.0
43613836,VISIONSERVE ALLIANCE INC,8760 MANCHESTER RD,SAINT LOUIS,63144-2724,0,P86,394290.0
43621777,KEYS ARE AT THE CROSS PRISON MINISTRIES INC,PO BOX 18445,RAYTOWN,64133-8445,0,X21,93965.0
43624628,GREATER ST LOUIS PARISH NURSE NETWORK,1101 HAWKEN PL,WEBSTER GRVS,63119-3911,0,X20,0.0
43629222,NORTHERN WRIGHT COUNTY VOLUNTEER FI RE DEPARTMENT,PO BOX 111,MOUNTAIN GRV,65711-0111,0,M24,0.0
43646197,CHURCH OF JESUS CHRIST OF LATTER DAY ISRAEL,PO BOX 763,RICHMOND,64085-0763,0,X21,
43653166,NORTHWEST ISLAMIC CENTER INC,10543 LACKLAND RD,SAINT LOUIS,63114-2115,0,X40,248629.0
43656020,HOPE CITY HOMES INC,5101 E 24TH ST,KANSAS CITY,64127-4706,0,F20,162022.0
43658537,HEITS POINT LUTHERAN MINISTRIES INC,28345 HEITS POINT AVE,LINCOLN,65338-3006,0,X21,398141.0
43668340,ROLLING HILLS INNERLIFE MINISTRIES INC,1407 GREEN RIDGE DR,CLIMAX SPRGS,65324-2803,0,X21,0.0
43672663,PLEASANT VEIW AMISH MENNONITE CHURCH,338 PRAIRE GROVE RD,BUFFALO,65622-0000,0,X21,
43677879,BLAIR OAKS ATHLETIC BOOSTER CLUB INC,6124 FALCON LN,WARDSVILLE,65101-9751,0,B94,49751.0
43683527,BATES CREEK BAPTIST CAMP,5169 FLAT RIVER RD,FARMINGTON,63640-7404,0,X20,
43703667,ELIJAH FOUNDATION,HRC 66 BOX 184 C-19,WARSAW,65355-0000,0,X20,
43704634,HARPS FOR THE HEART,543 WILD ROSE LOOP,STRAFFORD,65757-8781,0,E86,0.0
43708837,ARCHIE YOUTH AND COMMUNITY ACTIVITIES,31514 S HESS RD,HARRISONVILLE,64701-7348,0,O20,0.0
43710841,KRIS JACKSON MINISTRIES INC,196 NOTCH LN,REEDS SPRING,65737-8604,0,X21,53922.0
43713527,LIFESPRING COMMUNITY CHURCH,1615 THOELE RD,SAINT PETERS,63376-3053,0,X20,
43740980,BUNKER VOLUNTEER FIRE DEPARTMENT,PO BOX 218,BUNKER,63629-0218,0,M24,0.0
43750229,GRANDBERRY WORLD WIDE MINISTRIES,935 E HILL ST,SPRINGFIELD,65803-3604,0,X20,
43758866,SISTERS IN JESUS THE LORD,7009 BLUE RIDGE BLVD,RAYTOWN,64133-5629,31150120,X22,
43770902,HELPING HANDS OF SMMHC,1010 W COLUMBIA ST,FARMINGTON,63640-2902,0,F32,0.0
43772640,SPIRIT & TRUTH FELLOWSHIP,851 S JEFFERSON APT A,SPRINGFLELD,65806-3201,0,X21,
43779584,CHRISTS CORNERSTONE CHURCH,201 RHODUS CT,LAWSON,64062-9000,0,X20,
43780253,KNOX CITY VOLUNTEER FIRE DEPARTMENT INC,PO BOX 56,KNOX CITY,63446-0056,0,M24,0.0
43802214,COMMUNITY FELLOWSHIP CHURCH OF CARTHAGE,1114 E COLLEGE AVE,CARTHAGE,64836-3110,0,X20,
43813283,TURNING POINT WORSHIP CENTER INC,PO BOX 5,DEFIANCE,63341-0005,0,X21,
43828761,COALITION FOR ANIMAL RESPONSE AND RESCUE MISSOURI,PO BOX 101,HOLDEN,64040-0101,0,D20,32158.0
43835052,THE METROPOLIS,751 E 63RD STREET STE 209,KANSAS CITY,64110-3385,0,B90,0.0
46088271,MICROCIRCULATORY SOCIETY INC,1600 E ROLLINS RD,COLUMBIA,65211-4400,161180059,G43Z,61888.0
50320161,ASSOC OF INTERVENTION SPECIALISTS,13610 BARRET OFFICE DRIVE,BALLWIN,63021-7841,0,F21,85625.0
50523962,ST LOUIS OVARIAN CANCER AWARENESS,12015 MANCHESTER RD STE 130,SAINT LOUIS,63131-4417,0,G30,404161.0
50525146,CLAYCOMO FIRE AUXILLARY INC,75190WALNUT STREET,LIBERTY,64068-0000,0,M24,0.0
50526622,CASEY ANN HOHMAN MEMORIAL,2726 KETTERING DR,SAINT CHARLES,63303-0000,0,P20,64139.0
50527149,THE STEVEN H AND ELIZABETH I AKRE FOUNDATION,13321 NORTH OUTER 40 RD STE 100,TWN AND CNTRY,63017-5945,0,X21,
50533141,ONE HEART FAMILY MINISTRIES INC,11746 MANHATTAN AVE,DES PERES,63131-4625,0,P31,136391.0
50537854,GATEWAY SEARCH DOGS,1123 EAGLE CREEK RD,WILDWOOD,63005-6606,0,M23,17472.0
50549000,CRIDER CENTER C H O I C E S INC,1032 CROSSWINDS CT,WENTZVILLE,63385-4836,0,L21,109232.0
50567162,CAPERNAUM MISSIONARY BAPTIST CHURCH OF JESUS CHRIST,202 SW 8TH ST,BLUE SPRINGS,64015-3714,0,X21,
50581845,SHOOTING STARS,RR 3 BOX 3248,THAYER,65791-9302,0,P80,0.0
50590533,SOUTHERN STONE BETTERMENT ASSOCIATION,PO BOX 61,LAMPE,65681-0061,0,E62,0.0
50608105,WAY MINISTRIES INCORPORATED,457 HONEYSUCKLE CREEK DR,WENTZVILLE,63385-5613,0,X20,
50608799,A SOLDIERS WISH LIST,11143 LARIMORE RD,SAINT LOUIS,63138-2042,0,W30,21236.0
50609868,RISE COMMUNITY SERVICES,607 N RIDGEVIEW DR,WARRENSBURG,64093-9338,0,P80,3153506.0
50618646,CHRIST CENTERED FELLOWSHIP MINISTRIES INC,4612 E 139TH ST,GRANDVIEW,64030-2813,0,X21,
50618786,MT HOREB BAPTIST MINISTRIES,5001 AGNES AVE,KANSAS CITY,64130-2736,0,X21,
61566569,MEGA FOUNDATION INC,20835 HWY 136,PRINCETON,64673-0000,0,B90,0.0
61671138,RAINBOW VILLAGE III INC,1240 DAUTEL LN,SAINT LOUIS,63146-5533,0,L21,74635.0
61681024,SPICKARD FIRE PROTECTION DISTRICT,310 N 2ND ST,SPICKARD,64679-0000,0,M24,43963.0
61681947,TRUE WORD CHRISTIAN MINISTRIES,3801 TRINITY CIR,FLORISSANT,63034-2066,0,X21,
61701680,SABAYET INC,12907 BROADRIDGE LN,BLACK JACK,63033-4536,0,P30,0.0
61705162,METROPOLITAN TRAINING ALLIANCE,6347 PLYMOUTH AVE,SAINT LOUIS,63133-1909,0,B60,101120.0
61706771,ST LOUIS METROPOLITAN CHURCH OF CHRIST,6079 W FLORISSANT AVE,SAINT LOUIS,63136-4950,0,X20,
61717260,DISABILITY MEDIA INC,503 N BROOKLINE DR,COLUMBIA,65203-5605,0,P80,0.0
61750768,WESTERN REGION CHURCHES OF GOD GENERAL CONFRENCE INC,401 N DESLOGE DR,DESLOGE,63601-3221,0,X21,
61769100,BRANSON WORD CHURCH INC,130 EDGEWATER CIR,RIDGEDALE,65739-9519,0,X20,
61773985,MATTHEW 25 MINISTRIES,722 W MOUNT VERNON BLVD,MOUNT VERNON,65712-1921,0,P99,127744.0
61779384,CHRISTIAN SUPPORT CENTER,678 S NATIONAL AVE,SPRINGFIELD,65804-0051,0,X21,
61779537,LOOKING FOR AN ANGEL,1480 ALICIA AVE,FERGUSON,63135-1248,0,M23,0.0
61781217,CHRIST LOVE DIVINE FELLOWSHIP CHURCH,8548 ORIOLE AVE,SAINT LOUIS,63147-1304,0,X20,
61786525,TEENS OF TOMORROW INCORPORATED,3960 EVANS AVE,SAINT LOUIS,63113-3406,0,I21,0.0
61787181,WEST CENTRAL MISSOURI HICKORY ESTATES INC,106 W 4TH ST,APPLETON CITY,64724-1402,0,L20,141837.0
61788754,MISSOURI ACTION FOR INDIVIDUAL FAMILY AND COMMUNITY WELLNESS,300 W CHERRY ST,NEVADA,64772-2202,0,P30,0.0
61792027,DEAF AWARENESS GROUP OF SOUTHWEST MISSOURI INC,1007 N 43RD ST,NIXA,65714-7542,0,P60,0.0
61802075,AGAPE CHRISTIAN COUNSELING SERVICES,9378 OLIVE BLVD STE 317,SAINT LOUIS,63132-3224,0,F60,1611373.0
61817097,TURNING THE TIDE FINANCIAL MINISTRIES,8511 MAYLOR DR,AFFTON,63123-3469,0,P51,0.0
61820378,IMAGES AT THE CROSS,4180 US 65,WALNUT SHADE,65771-0000,0,X20,0.0
61838897,MISSOURI BIG IRONS,4619 STARVIEW DR,SAINT LOUIS,63128-3046,0,P20,117310.0
110607931,NEW LIFE MINISTRIES OF KANSAS CITY INC,818 GRAND 9S STE 25,KANSAS CITY,64106-0000,0,X20,
113644034,SPAY NEUTER ASSISTANCE PROGRAM INC,PO BOX 14354,SPRINGFIELD,65814-0354,0,D20,266330.0
113645420,ABUNDANT FELLOWSHIP CHURCH OF GOD,11640 BELLEFONTAINE RD,ST LOUIS,63138-1710,0,X20,
113655026,COLUMBIA BOARD OF REALTORS H O P E HOUSING FOUNDATION INC,2309 I-70 DR NW,COLUMBIA,65202-1347,0,P20,0.0
113655634,FAMILY MATTERS OF K C,9019 BOOTH AVE,KANSAS CITY,64138-4436,0,P46,0.0
113663943,GATEWAY CIVIL LIBERTIES ALLIANCE,PO BOX 440280,SAINT LOUIS,63144-4280,0,R60,0.0
113664960,GATEWAY TO ORAL HEALTH FOUNDATION,2211 OLIVE ST STE 300,SAINT LOUIS,63103-1502,0,E32,1472476.0
113679084,AGAPE HOUSE OF VANDALIA,PO BOX 161,VANDALIA,63382-0161,0,L20,0.0
113715553,LITTLE PATRIOTS EMBRACED INC,325 N KIRKWOOD RD,SAINT LOUIS,63122-4071,0,P99,127873.0
113716928,ADRIAN COMMUNITY LIBRARY INC,PO BOX 502,ADRIAN,64720-0502,0,B70,0.0
113733492,HARMONY FREE WILL BAPTIST CHURCH,105 E SUMMIT AVE,SEYMOUR,65746-8504,0,X21,
113736883,LOVE FELLOWSHIP TABERNACLE,914 DRY CREEK RD,WENTZVILLE,63385-4116,0,X20,
113738551,WEST CENTRAL MISSOURI MAPLEWOOD ESTATES INC,106 W 4TH ST,APPLETON CITY,64724-1402,0,L22,165072.0
113761489,CHURCH IN ACTION INC,PO BOX 425,ARNOLD,63010-0425,0,X21,
113769772,AMERIKIDS CHRISTIAN CENTER,1017 N MAIN ST,OFALLON,63366-1215,0,P33,476819.0
113773485,PROVIDENTIAL SUPPORT SERVICES INC,2556 PERSHALL RD,SAINT LOUIS,63136-4527,0,P84,32500.0
113780005,HOUSE OF RUTH WOMENS RESOURCE CLINIC,PO BOX 332,REPUBLIC,65738-0332,0,L40,54553.0
113789584,HIGHER HEIGHTS MINISTRY,4016 GREEN LEA PL,SAINT LOUIS,63107-1502,0,X20,0.0
113802336,BETTY KING OUTRAGEOUS JOY MINISTRIES,PO BOX 6227,BRANSON,65615-6227,0,X20,0.0
113810817,YOUTH GUARD CHRISTIAN MINISTRIES,4866 PERSIMMON BEND LN,BLACK JACK,63033-4568,0,X20,0.0
113818650,BLACKBURN FIRST RESPONDERS,PO BOX 719,BLACKBURN,65321-0000,0,P60,4728.0
131629705,MAPAVILLE SCHOOL FOR THE HANDICAPPED PARENT TEACHER,PO BOX 68,MAPAVILLE,63065-0068,0,B94,0.0
131919701,TRIBE OF JUDAH CHRISTIAN CHURCH,12524 EARLY MORNING DR,FLORISSANT,63033-8517,0,X20,
133488868,SITU INC,308 W 8TH,KANSAS CITY,64105-1579,90995000,P20,0.0
134153975,LATIN LITURGY ASSOCIATION INC,3526 OXFORD BLVD,MAPLEWOOD,63143-4209,0,X20,0.0
134203070,GREATER OLD PATH MINISTRIES INC,36 MASON HILL DR,LAKE ST LOUIS,63367-4268,0,X20,
134211119,JESUS CRISTO EL BUEN PASTOR,4925 SAINT JOHN AVE,KANSAS CITY,64123-1842,0,X20,450924.0
134212678,FUTURE LEADERSHIP FOUNDATION,PO BOX 1891,COLUMBIA,65205-1891,0,X20,116123.0
134216077,SAINT LOUIS MIDWEST TURTLE AND TORTOISE SOCIETY,2742 HERMITAGE AVE,SAINT LOUIS,63143-3429,0,D20,0.0
134216708,ASSOCIATION OF VETERANS EDUCATION CERTIFYING OFFICIALS,7733 FORSYTH BOULEVARD SUITE 1100,CLAYTON,63105-1817,0,B90,0.0
134216815,PLANET PIG INC,5 COOL VLY,HILLSBORO,63050-4539,0,D20,0.0
134220818,IAFE EDUCATION FOUNDATION,3043 E CAIRO ST,SPRINGFIELD,65802-6204,0,E70,125831.0
134221612,EVERLASTING LIFE MISSIONARY BAPTIST CHURCH,2900 GAMBLE ST,ST LOUIS,63106-1520,0,X21,
134224521,RIVERS OF LATTER RAIN,94 REJOICE LANE,BLUE EYE,65611-7127,0,X21,0.0
134228244,FUREVER SHIH TZU & COMPANION DOG RESCUE,1316 WEIDMAN MANOR CT,BALLWIN,63011-4281,0,D20,0.0
134252421,UNLIMITED PLAY INC,5988 MID RIVERS MALL DRIVE,ST CHARLES,63304-7119,0,P80,1612467.0
134274416,LIVING WATER FAMILY CHURCH,1040 S PALOMINO RD,CARTHAGE,64836-7709,0,X21,
134280803,MEGAN ANN MAHON MEMORIAL,5986 PENNBROOKE DR,SAINT LOUIS,63129-7229,0,P20,0.0
134282806,BENNET INC,PO BOX 374,WENTZVILLE,63385-0374,0,P20,0.0
134290501,CASSVILLE FIRE PROTECTION DISTRICT,PO BOX 798,CASSVILLE,65625-0798,0,M24,
134297799,LIBERTY HOUSING AND SELF- SUFFICIENCY INC,17 EAST KANSAS,LIBERTY,64068-2328,0,P20,0.0
134305408,AAO DISASTER RELIEF FUND,401 NORTH LINDBERGH BLVD,SAINT LOUIS,63141-7839,0,M20,
134306636,BUCHANAN COUNTY CRIMINAL JUSTICE FOUNDATION,501 FARAON STREET,SAINT JOSEPH,64501-4101,0,I60,0.0
134315959,DIANAS GROVE DOG RESCUE INC,218 S MAIN ST,LICKING,65542-9800,0,D20,52211.0
134316135,VINSON MINISTRIES INC,PO BOX 11188,SPRINGFIELD,65808-1188,0,X21,63251.0
134351826,THE PLANTING OF THE LORD CHRISTIAN HOLINESS CHURCH,12658 CLOCK TOWER DR,SAINT LOUIS,63138-1419,0,X20,
134362474,A HOME JOURNEY INC,617 APEX DR,SAINT LOUIS,63126-1413,0,P99,1000.0
134363829,BLOOMFIELD AREA NUTRITION CENTER,609 N DELAWARE ST,BLOOMFIELD,63825-0000,0,K40,0.0
135562362,NATIONAL COUNCIL OF THE UNITED STATES SOCIETY OF ST VINCENT DE PA,58 PROGRESS PKWY,MARYLAND HTS,63043-3706,1030150,P99,10731542.0
141793829,ASSOCIATION OF HEBREW CATHOLICS,4120 W PINE BLVD,SAINT LOUIS,63108-2802,7008029,X22Z,0.0
141829372,JEHOVAHS WITNESS HOLOCAUST-ERA SURVIVORS FUND INC,14 WOODHAVEN RD,WEBSTER GRVS,63119-3951,0,P99,0.0
141847364,LIBERTY HILLS BAPTIST CHURCH,PO BOX 874,LIBERTY,64069-0874,0,X21,
141849439,REGENERATION COURAGE TO CHANGE INC,11991 CHARTER OAK PKWY,SAINT LOUIS,63146-5205,0,I20,0.0
141857724,USS MCCOY REYNOLDS DE-440 REUNION ASSOCIATION,5 JONCLIF LN,SAINT LOUIS,63131-2004,0,W30,13748.0
