EIN,NAME,STREET,CITY,ZIP,ACTIVITY,NTEE_CD,REVENUE_AMT
200127985,FREEDOM CHURCH,1006 ENGLAND RD,BONNE TERRE,63628-6000,1002029,X21,
200149536,VAJRADHATU,425 MARSHALL AVE,SAINT LOUIS,63119-1833,1915000,,
200328194,HALLSVILLE NEW HORIZONS,545 N RTE B,HALLSVILLE,65255-8918,1000000,,
200476698,AMVETS,291 COUNTY ROAD 620A,ISABELLA,65676-8166,907000000,,0.0
200504199,JOSEPH INTERNATIONAL INC,10636 COLLEGE AVE,KANSAS CITY,64137-1771,1029000,,0.0
200602605,MIDWAY LOCUST GROVE UNITED METHODIST CHURCH INC,104 E BROADWAY TL,COLUMBIA,65203-0000,1919000,,
200785264,LUTHERAN HIGH SCHOOL ASSOCIATION OF MID-MISSOURI,2525 ROUTE B,JEFFERSON CTY,65101-8902,1029000,B25,
200865022,SPRING HILLS PRESBYTERIAN CHURCH,6247 UPPER BYRNES MILL RD,BYRNES MILL,63051-1113,1000000,,
200901499,MERCY HEALTH FOUNDATION,14528 SOUTH OUTER 40 RD STE 100,CHESTERFIELD,63017-5743,31150120,,190806.0
200909887,MODERN WOODMEN OF AMERICA,PO BOX 637,CLARKTON,63837-0637,211902602,,0.0
200930496,NEW HOPE ASSEMBLY OF GOD,28944 MAIN ST,SELIGMAN,65745-7347,1002029,,
201205470,AMVETS,8842 NATURAL BRIDGE RD,SAINT LOUIS,63121-3934,907908566,,0.0
201332139,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,1105 E 3RD ST,WASHINGTON,63090-3205,908907000,,0.0
201336715,NEW COVENANT FELLOWSHIP,18815 COUNTY ROAD 403,KENNETT,63857-7213,1030059,,
201466834,MODERN WOODMEN OF AMERICA,408 STARK BLVD,HERMANN,65041-1264,211902602,,0.0
201492008,NEW BEGINNING MINISTRIES,PO BOX 738,GRANDVIEW,64030-0738,1000000,,
201532679,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
201636422,KAPPA DELTA PHI,1143 CARDINAL DR,LIBERTY,64068-8458,349000000,,
201646264,FAMILY OF CHRIST LUTHERAN CHURCH,PO BOX 475,ASHLAND,65010-0475,1029000,,
201674893,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
201681271,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
201681524,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
201723584,LCMS NATIONAL HOUSING SUPPORT CORPORATION,10733 SUNSET OFFICE DR STE 406A,SAINT LOUIS,63127-1024,1029000,,1258077.0
201826636,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,264566000,,0.0
202026007,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
202027669,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
202078379,LIBERTY LIFE CENTER,1501 DRIFTWOOD DR,SEDALLA,65301-6812,1000000,,
202350557,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,PO BOX 644,EUREKA,63025-0644,908907000,,0.0
202394416,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,207 E MONROE ST,JACKSON,63755-2141,908907000,,0.0
202493166,LIFEWAY CENTER INC,PO BOX 503,SALEM,65560-0503,1000000,,1010445.0
202493938,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
202522365,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
202553101,MHM SUPPORT SERVICES,14528 SOUTH OUTER 40 RD STE 100,CHESTERFIELD,63017-5743,31150120,,867709519.0
202553800,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
202553889,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
202553988,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
202828680,VIA CHRISTI VILLAGE HAYS INC,12250 WEBER HILL RD STE 200,SAINT LOUIS,63127-1552,31150120,,9499702.0
202842522,CRISTO REY KANSAS CITY,211 W LINWOOD BLVD,KANSAS CITY,64111-1327,31150120,,5243249.0
202858465,BREAKTHROUGH GLOBAL MISSIONS INC,PO BOX 142,SAINT JOSEPH,64502-0142,1000000,,
202965679,GREATER WORKS EMPOWERMENT CHURCH,1838 E 78TH ST,KANSAS CITY,64132-3453,1002029,,
203103337,ROTARY INTERNATIONAL,PO BOX 1263,NIXA,65714-1263,520349200,,0.0
203578957,HEALING HOUSE MINISTRIES,RR 4 BOX 1172,AVA,65608-9329,1029000,,0.0
203579024,LEAVES OF HYSSOP,RR 4 BOX 1172,AVA,65608-9329,1029000,,
203718208,AMERICAN LEGION,1015 SW MONTANA RIDGE DR,GRAIN VALLEY,64029-9631,907908000,,0.0
203758686,THE HOUSE OF FRIENDSHIP,3402 HIGHWAY Z,HILLSBORO,63050-3930,1029000,,
203960253,ST MARY MAGDALENE VILLAGE OF LOCH LLOYD,16808 HOLMES ROAD,VILLAGE OF LOCH LLOYD,64012-0000,1029000,,
204128491,DOE RUN CHURCH OF GOD,PO BOX 27,DOE RUN,63637-0027,1268000,,
204293712,AMVETS,309 HARKER ST,MOUNTAIN GROVE,65711-0000,907000000,,
204372409,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
204372639,BETA GAMMA SIGMA,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
204372859,BETA GAMMA SIGMA,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
204438173,MOREHOUSE ASSEMBLY OF GOD,PO BOX 15,MOREHOUSE,63868-0015,1002029,,
204450092,BENEDICTINES OF MARY QUEEN OF APOSTLES,8005 NW 316TH ST,GOWER,64454-8422,31150120,,
204496694,VFW POST 5651 MENS AUXILIARY,PO BOX 231,NEW MELLE,63365-0231,908907000,,0.0
204502355,NEW HOPE FAMILY WORSHIP CENTER,PO BOX 23,OSCEOLA,64776-0023,1029000,,
204542274,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
204542561,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
204542704,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
204542778,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
204557784,MODERN WOODMEN OF AMERICA,107 W ALDERSGATE DR STE 12,NIXA,65714-7664,211902602,,0.0
204608762,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
204704844,WE SAW THE LIGHT CHILDRENS VILLAGE,4509 BROADWAY,KANSAS CITY,64111-3394,1029000,,
204808665,ZION PRESBYTERIAN CHURCH,2831 ASHBY RD,SAINT LOUIS,63114-1426,1000000,,
204859828,MISSOURI NATIONAL EDUCATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
204955919,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
205088660,UNLIMITED HORIZONS MINISTRIES,204 S CHERRY,BELLFLOWER,63333-0000,1029000,,
205102117,MODERN WOODMEN OF AMERICA,6906 STATE HWY 72,JACKSON,63755-7337,211902602,,0.0
205102804,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,B83Z,0.0
205126043,MODERN WOODMEN OF AMERICA,161 SHADY BROOK DR,CPE GIRARDEAU,63701-9500,211902602,,0.0
205370973,GRACE ASSEMBLY OF GOD OFSPRINGFIELD MO,PO BOX 50035,SPRINGFIELD,65805-0035,1002029,,
205609010,SONS OF UNION VETERANS OF THE CIVIL WAR,126 SW MAIN ST,BONNE TERRE,63628-1744,907000000,,0.0
205696838,GRACE FAMILY OUTREACH CHURCH,521 E MAIN ST STE A,PARK HILLS,63601-2622,1000000,,
205719920,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
205818426,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,PO BOX 1723,ST CHARLES,63302-1723,430059480,,
205859731,TRINITY PRESBYTERIAN CHURCH OF WESTCOUNTRY,1817 HIGH OAK,TOWN AND COUNTRY,63131-0000,1000000,,
205898688,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
205899575,MODERN WOODMEN OF AMERICA,161 SHADY BROOK DR,CPE GIRARDEAU,63701-9500,211902602,,0.0
205923611,RIVERSIDE CHURCH,13 W MOODY AVE,WEBSTER GRVS,63119-2313,1002000,,
208199655,ST WILLIAM APARTMENTS INC,7601 WATSON RD,SAINT LOUIS,63119-5001,31150120,,376440.0
208698593,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
208698758,BETA GAMMA SIGMA INC,11814 BORMAN DR,SAINT LOUIS,63146-4113,323000000,,0.0
208762620,BELOVED COMMUNITY UNITED METHODIST CHURCH,3115 PARK AVE,SAINT LOUIS,63104-1435,1919000,,
208969779,ROCK RIDGE CHRISTIAN SCHOOL,6900 OLD HIGHWAY 60,MOUNTAIN GRV,65711-2529,59150001,,
222390391,AMERICAN ASSOCIATION OF VETERINARY STATE BOARDS,380 W 22ND ST STE 101,KANSAS CITY,64108-2094,603913995,P20,5057653.0
223914545,DOL SEM KOREAN CHURCH,4547 S FREMONT AVE,SPRINGFIELD,65804-7329,1002029,,
223950794,MIDVALE PH CHURCH,PO BOX 94,SUMMERSVILLE,65571-0094,1030059,,
232735759,NEWTOWN ASSEMBLY OF GOD,3033 E SOUTHERNVIEW RD,OZARK,65721-7299,1002029,,
237000424,INSTITUTE FOR THEOLOGICAL ENCOUNTER WITH SCIENCE & TECHNOLOGY INC,20 ARCHBISHOP MAY DR,SAINT LOUIS,63119-5738,31150120,,53124.0
237001218,KING OF KINGS LUTHERAN CHURCH,13765 OLIVE BLVD,CHESTERFIELD,63017-2601,1029000,,
237003918,OPTIMIST INTERNATIONAL,427 STATE RTE E,FAYETTE,65248-9446,40349000,,0.0
237004996,MARY A MCGENNIS ARICULTURAL PARK AND YOUTH CENTER INC,3181 S WW HWY,RICH HILL,64779-0000,59561000,,0.0
237010146,OPTIMIST INTERNATIONAL,11619 HACKETT ST,SUGAR CREEK,64054-1325,349040000,,0.0
237013262,FABICK CHARITABLE TRUST INC,1 FABICK DR,FENTON,63026-2928,602561000,,
237015780,WALTER & JEAN VOELKERDING CHARITABLE TRUST,PO BOX 81,DUTZOW,63342-0081,602561000,,
237015813,WENTZVILLE SENIOR CITIZENS CORP,610 ELDER CT,WENTZVILLE,63385-1203,382575000,,286937.0
237022241,PENTECOSTAL FELLOWSHIP OF NORTH AMERICA,1445 N BOONVILLE AVE,SPRINGFIELD,65802-1894,1000000,,
237024008,BUDDY FUND,2827 CLARK AVE,SAINT LOUIS,63103-2591,561349000,P58Z,212035.0
237024050,KANSAS CITY SCOTTISH RITE TEMPLE ASSOCIATION,1330 E LINWOOD BLVD,KANSAS CITY,64109-1935,560000000,S47,-107832.0
237024864,ROLLER CEMETERY,2212 REED RD,SPARTA,65753-9069,900000000,,0.0
237025721,MISSOURI SOCIETY OF PROFESSIONAL EDUCATIONAL FOUNDATION,200 E MCCARTY ST STE 200,JEFFERSON CTY,65101-3151,602561040,U11,45857.0
237027548,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,1009 MADISON 9519,FREDERICKTOWN,63645-7377,59062061,,0.0
237027549,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,9555 COUNTY ROAD 460,STEEDMAN,65077-1221,59062061,,0.0
237027561,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,13269 HIGHWAY KK,PURDIN,64674-8163,59062061,,0.0
237027574,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,1281 NW BUS 36 HWY,HAMILTON,64644-0000,59062061,,0.0
237027576,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,828 SUNRISE CT,MARSHALL,65340-2846,59062061,,0.0
237027584,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,10899 OLD HIGHWAY 190,CHILLICOTHE,64601-7303,59062061,,0.0
237027593,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,311 MADELYN CT,WASHINGTON,63090-5295,59062061,,0.0
237028488,EDUCATIONAL FOUNDATION OF THE MO SOC OF CERT PUB ACCTS INC,PO BOX 419041,SAINT LOUIS,63141-9041,59602561,,1605614.0
237034462,PILOT CLUB INTERNATIONAL,416 SE HACKAMORE DR,LEES SUMMIT,64082-8204,59602160,,0.0
237034738,ROTARY INTERNATIONAL,PO BOX 1685,OZARK,65721-1685,520349200,,47979.0
237037248,COMMUNITY ACTION AGENCY OF ST LOUIS COUNTY INC,2709 WOODSON RD,OVERLAND,63114-4817,602561059,,8813059.0
237037326,MIGHTY MITES INCORPORATED,PO BOX 1926,SPRINGFIELD,65801-1926,602561059,N31Z,102197.0
237039960,OPTIMIST INTERNATIONAL,PO BOX 40,ADRIAN,64720-0040,40349000,,59237.0
237040794,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,PO BOX 114,BELTON,64012-0114,907908000,,125834.0
237041181,FLEMINGTON CEMETERY ASSOCIATION,4411 S 146TH RD,BOLIVAR,65613-8513,900000000,,0.0
237041661,UNITED FUND OF RANDOLPH COUNTY,PO BOX 576,MOBERLY,65270-0576,602561000,,259155.0
237041800,UNION COMMUNITY AMBULANCE SERVICE,PO BOX 392,UNION,63084-0392,902000000,,0.0
237043019,BELLEFONTAINE HABILITATION CENTER PARENTS ASSOCIATION,10695 BELLEFONTAINE RD,SAINT LOUIS,63137-2315,59160279,B94,25321.0
237043036,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,5339 BOOTH AVE,KANSAS CITY,64129-2215,59062061,,0.0
237043575,PTA MISSOURI CONGRESS,705 SOUTH 31ST STREET,SAINT JOSEPH,64507-0000,602561059,,0.0
237043886,KIRKWOOD ROTARY CLUB INC,PO BOX 220533,KIRKWOOD,63122-0533,59602561,,101373.0
237043935,BIBLE MISSION,R 1,BONNE TERRE,63628-0000,1000000,,
237045970,MISSOURI FARM HOUSE FOUNDATION,701 SUDBURY DR,COLUMBIA,65203-5611,59561921,,307087.0
237048704,VFW AUXILIARY DEPARTMENT OF MISSOURI,6539 E OUTER RD,NORWOOD,65717-9331,908319907,,0.0
237048783,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,PO BOX 153,NAYLOR,63953-0153,907908000,,54832.0
237048784,VFW AUXILIARY DEPARTMENT OF MISSOURI,7516 MULBERRY RD,BARNHART,63012-2017,908319907,,0.0
237049042,VFW AUXILIARY DEPARTMENT OF MISSOURI,2403 OLD SOUTH 5,CAMDENTON,65020-5771,908319907,,46075.0
237049467,VFW AUXILIARY DEPARTMENT OF MISSOURI,23911 QUARTZ AVE,GALLATIN,64640-8050,908319907,,0.0
237049468,VFW AUXILIARY DEPARTMENT OF MISSOURI,PO BOX 177,HAWK POINT,63349-0177,908319907,,0.0
237049473,VFW AUXILIARY DEPARTMENT OF MISSOURI,PO BOX 1737,LEBANON,65536-1737,908319907,,1749.0
237049476,VFW AUXILIARY DEPARTMENT OF MISSOURI,619 W NEWMAN AVE,MEMPHIS,63555-1949,908319907,,0.0
237049479,VFW AUXILIARY DEPARTMENT OF MISSOURI,PO BOX 184,CEDAR HILL,63016-0184,908319907,,0.0
237049484,VFW AUXILIARY DEPARTMENT OF MISSOURI,15722 COUNTY ROAD 55,JASPER,64755-8957,908319907,,0.0
237049793,RIVERVIEW BIBLE CHURCH,RR 3,OSCEOLA,64776-9803,1059000,,
237050309,VFW AUXILIARY DEPARTMENT OF MISSOURI,801 S 1TH STREET,BETHANY,64424-0000,908319907,,0.0
237050316,VFW AUXILIARY DEPARTMENT OF MISSOURI,603 ASTER LN,OFALLON,63366-1805,908319907,,0.0
237050367,VFW AUXILIARY DEPARTMENT OF MISSOURI,2301 CHURCH RD,ARNOLD,63010-2109,908319907,,0.0
237050368,VFW AUXILIARY DEPARTMENT OF MISSOURI,PO BOX 23,SAINT CLAIR,63077-0023,908319907,,0.0
237050369,VFW AUXILIARY DEPARTMENT OF MISSOURI,309 BIRD ST,HANNIBAL,63401-0000,908319907,,0.0
237050373,VFW AUXILIARY DEPARTMENT OF MISSOURI,4704 STATE HIGHWAY 91,ORAN,63771-6216,908319907,,0.0
237050375,VFW AUXILIARY DEPARTMENT OF MISSOURI,8585 MAUPIN RD,GRUBVILLE,63041-1305,908319907,,0.0
237050378,VFW AUXILIARY DEPARTMENT OF MISSOURI,206 COURT STREET,LINN,65051-0000,908319907,,0.0
237050381,VFW AUXILIARY DEPARTMENT OF MISSOURI,3379 LEMEHL RD,DE SOTO,63020-4539,908319907,,0.0
237050384,VFW AUXILIARY DEPARTMENT OF MISSOURI,22394 COUNTY ROAD 287,PUXICO,63960-7301,907000000,,0.0
237051240,VFW AUXILIARY DEPARTMENT OF MISSOURI,813 JEFFERSON ST,WASHINGTON,63090-4408,908319907,,0.0
237051242,VFW AUXILIARY DEPARTMENT OF MISSOURI,1112 ROE ST,BONNE TERRE,63628-1328,907000000,,0.0
237051370,VFW AUXILIARY DEPARTMENT OF MISSOURI,82 NW 1501ST RD,HOLDEN,64040-9439,908319907,,0.0
237051449,VFW AUXILIARY DEPARTMENT OF MISSOURI,510 W ALLEN ST,CLINTON,64735-2505,908319907,,28456.0
237051470,VFW AUXILIARY DEPARTMENT OF MISSOURI,1399 COTTONWOOD AVE,PLEASANT HILL,64080-0000,908319907,,0.0
237051474,VFW AUXILIARY DEPARTMENT OF MISSOURI,25409 E 327TH ST,HARRISONVILLE,64701-6399,908319907,,0.0
237051477,VFW AUXILIARY DEPARTMENT OF MISSOURI,814 E KARSCH BLVD,FARMINGTON,63640-3024,908319907,,0.0
237051515,VFW AUXILIARY DEPARTMENT OF MISSOURI,PO BOX 13,PERRYVILLE,63775-0013,908319907,,0.0
237051527,VFW AUXILIARY DEPARTMENT OF MISSOURI,PO BOX 153,DONIPHAN,63935-0153,907000000,,0.0
237051528,VFW AUXILIARY DEPARTMENT OF MISSOURI,1201 NW 74TH ST,KANSAS CITY,64118-8404,908319907,,0.0
237052040,VFW AUXILIARY DEPARTMENT OF MISSOURI,1049 N KINGSHIGHWAY ST,CPE GIRARDEAU,63701-3502,908319907,,0.0
237052041,VFW AUXILIARY DEPARTMENT OF MISSOURI,444 HWY J,TROY,63379-0000,908319907,,0.0
237052147,VFW AUXILIARY DEPARTMENT OF MISSOURI,PO BOX 306,MONETT,65708-0306,908319907,,0.0
237052148,VFW AUXILIARY DEPARTMENT OF MISSOURI,2160 COUNTY ROAD 516,WESTPHALIA,65085-2326,908319907,,0.0
237052596,MIAMI CEMETERY ASSOCIATION,320 S HIGH,MIAMI,65344-0000,900000000,,0.0
237054400,AMVETS,12648 GREEN ACRES DR,DE SOTO,63020-3436,907908566,,0.0
237055918,VFW AUXILIARY DEPARTMENT OF MISSOURI,115 E WOOD ST,BROOKFIELD,64628-1725,908319907,,0.0
237056217,PAT YARBROUGH EVANGELISTIC ASSOCIATION,3612 NOTTING HILL CIR,JOPLIN,64804-6040,561001029,,163043.0
237056700,VFW AUXILIARY DEPARTMENT OF MISSOURI,510 VETERANS DR,MINERAL POINT,63660-8511,908319907,,0.0
237057108,CHRIST CHURCH,1338 E UNIVERSITY ST,SPRINGFIELD,65804-1140,1000000,,
237057346,VFW AUXILIARY DEPARTMENT OF MISSOURI,1400 WASHINGTON ST,CHILLICOTHE,64601-1313,908319907,,0.0
237058098,VFW AUXILIARY DEPARTMENT OF MISSOURI,3413 MAIN ST,GRANDVIEW,64030-2237,908319907,,0.0
237058614,VFW AUXILIARY DEPARTMENT OF MISSOURI,2253 HIGHWAY V,OWENSVILLE,65066-3007,908319907,,0.0
237058616,VFW AUXILIARY DEPARTMENT OF MISSOURI,82 NW 1501ST RD,HOLDEN,64040-9439,908319907,,0.0
237058627,VFW AUXILIARY DEPARTMENT OF MISSOURI,12810 E KENTUCKY AVE,SUGAR CREEK,64050-1021,908319907,,0.0
237060355,GOSPEL ASSEMBLY CHURCH,1215 JULES ST,ST JOSEPH,64501-2321,1000000,,
237060599,SUNSHINE CHILDRENS HOME,PO BOX 713,CARTHAGE,64836-0713,59160000,P800,1126144.0
237063728,INROADS INC,10 S BROADWAY STE 1550,SAINT LOUIS,63102-1743,328566059,,
237064075,VFW AUXILIARY DEPARTMENT OF MISSOURI,607 BUENA VISTA CT,BELTON,64012-2958,908319907,,0.0
237064077,VFW AUXILIARY DEPARTMENT OF MISSOURI,1004 LAKESHORE DR,ODESSA,64076-5285,907000000,,0.0
237067461,SOCIETY OF OUR MOTHER OF PEACE AT THE FONT SOLITUDE,6150 ANTIRE RD,HIGH RIDGE,63049-2135,31150120,,
237068122,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,16756 STATE ROUTE E,SAVANNAH,64485-2149,59062061,,0.0
237068189,VFW AUXILIARY DEPARTMENT OF MISSOURI,PO BOX 291,HERMANN,65041-0291,908319907,,0.0
237068387,NOVINGER CEMETERY PERPETUAL CARE CORPORATION,17763 SAND CREEK BOTTOM RD,NOVINGER,63559-2106,900000000,,0.0
237069929,UNION MISSIONARY BAPTIST CHURCH,2957 DAYTON ST,SAINT LOUIS,63106-1517,1000000,,
237071205,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,PO BOX 254,OSCEOLA,64776-0254,907908000,,0.0
237073736,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,12909 E 264TH ST,PECULIAR,64078-8426,59062061,,0.0
237075337,EXECUTIVE BOARD OF THE MISSOURI BAPTIST CONVENTION,HIGH AT MADISON ST,JEFFERSON CITY,65101-0000,1000000,,
237075488,BRIGHTON CEMETERY,1621 HWY 215,BRIGHTON,65617-0000,900000000,,0.0
